(written by ASE)

6272 atoms
1 atom types

0.0      137.75999999999999  xlo xhi
0.0      119.30365962534427  ylo yhi
0.0                      10  zlo zhi
    -68.879999999999995                       0                       0  xy xz yz

Masses

     1      12.010999996910238 # C

Atoms # atomic

     1   1                       0                       0                       5
     2   1                    1.23     0.71014083110323967                       5
     3   1                   -1.23      2.1304224933097191                       5
     4   1                       0      2.8405633244129587                       5
     5   1                   -2.46      4.2608449866194382                       5
     6   1                   -1.23      4.9709858177226778                       5
     7   1     -3.6899999999999999      6.3912674799291569                       5
     8   1                   -2.46      7.1014083110323964                       5
     9   1     -4.9199999999999999      8.5216899732388764                       5
    10   1     -3.6899999999999999      9.2318308043421169                       5
    11   1     -6.1500000000000004      10.652112466548596                       5
    12   1     -4.9199999999999999      11.362253297651836                       5
    13   1     -7.3799999999999999      12.782534959858314                       5
    14   1     -6.1500000000000004      13.492675790961554                       5
    15   1     -8.6099999999999994      14.912957453168033                       5
    16   1      -7.379999999999999      15.623098284271274                       5
    17   1     -9.8399999999999999      17.043379946477753                       5
    18   1     -8.6099999999999994      17.753520777580992                       5
    19   1                  -11.07      19.173802439787472                       5
    20   1     -9.8399999999999999      19.883943270890711                       5
    21   1     -12.300000000000001      21.304224933097192                       5
    22   1                  -11.07      22.014365764200431                       5
    23   1     -13.529999999999999      23.434647426406912                       5
    24   1     -12.299999999999999       24.14478825751015                       5
    25   1                  -14.76      25.565069919716628                       5
    26   1     -13.529999999999999      26.275210750819866                       5
    27   1                  -15.99      27.695492413026347                       5
    28   1                  -14.76      28.405633244129586                       5
    29   1     -17.219999999999999      29.825914906336067                       5
    30   1     -15.989999999999998      30.536055737439305                       5
    31   1     -18.449999999999999      31.956337399645786                       5
    32   1     -17.219999999999999      32.666478230749028                       5
    33   1                  -19.68      34.086759892955506                       5
    34   1     -18.449999999999999      34.796900724058744                       5
    35   1                  -20.91      36.217182386265222                       5
    36   1                  -19.68       36.92732321736846                       5
    37   1     -22.140000000000001      38.347604879574945                       5
    38   1                  -20.91      39.057745710678184                       5
    39   1     -23.370000000000001      40.478027372884661                       5
    40   1     -22.140000000000001        41.1881682039879                       5
    41   1     -24.600000000000001      42.608449866194384                       5
    42   1     -23.370000000000001      43.318590697297623                       5
    43   1     -25.829999999999998        44.7388723595041                       5
    44   1     -24.599999999999998      45.449013190607339                       5
    45   1     -27.059999999999999      46.869294852813823                       5
    46   1     -25.829999999999998      47.579435683917062                       5
    47   1     -28.289999999999999      48.999717346123539                       5
    48   1     -27.059999999999999      49.709858177226778                       5
    49   1                  -29.52      51.130139839433255                       5
    50   1     -28.289999999999999      51.840280670536494                       5
    51   1                  -30.75      53.260562332742978                       5
    52   1                  -29.52      53.970703163846217                       5
    53   1                  -31.98      55.390984826052694                       5
    54   1                  -30.75      56.101125657155933                       5
    55   1     -33.210000000000001      57.521407319362417                       5
    56   1                  -31.98      58.231548150465656                       5
    57   1     -34.439999999999998      59.651829812672133                       5
    58   1     -33.210000000000001      60.361970643775372                       5
    59   1     -35.670000000000002      61.782252305981856                       5
    60   1     -34.440000000000005      62.492393137085095                       5
    61   1     -36.899999999999999      63.912674799291572                       5
    62   1     -35.670000000000002      64.622815630394811                       5
    63   1     -38.130000000000003      66.043097292601288                       5
    64   1     -36.900000000000006      66.753238123704534                       5
    65   1     -39.359999999999999      68.173519785911012                       5
    66   1     -38.130000000000003      68.883660617014257                       5
    67   1     -40.589999999999996      70.303942279220735                       5
    68   1     -39.359999999999999       71.01408311032398                       5
    69   1                  -41.82      72.434364772530444                       5
    70   1     -40.590000000000003      73.144505603633689                       5
    71   1     -43.049999999999997      74.564787265840167                       5
    72   1                  -41.82      75.274928096943412                       5
    73   1     -44.280000000000001       76.69520975914989                       5
    74   1     -43.050000000000004      77.405350590253136                       5
    75   1     -45.509999999999998      78.825632252459613                       5
    76   1     -44.280000000000001      79.535773083562859                       5
    77   1     -46.740000000000002      80.956054745769322                       5
    78   1     -45.510000000000005      81.666195576872568                       5
    79   1     -47.969999999999999      83.086477239079045                       5
    80   1     -46.740000000000002      83.796618070182291                       5
    81   1     -49.200000000000003      85.216899732388768                       5
    82   1     -47.970000000000006      85.927040563492014                       5
    83   1                  -50.43      87.347322225698477                       5
    84   1     -49.200000000000003      88.057463056801723                       5
    85   1     -51.659999999999997        89.4777447190082                       5
    86   1                  -50.43      90.187885550111446                       5
    87   1     -52.890000000000001      91.608167212317923                       5
    88   1     -51.660000000000004      92.318308043421169                       5
    89   1     -54.119999999999997      93.738589705627646                       5
    90   1     -52.890000000000001      94.448730536730892                       5
    91   1     -55.350000000000001      95.869012198937355                       5
    92   1     -54.120000000000005      96.579153030040601                       5
    93   1     -56.579999999999998      97.999434692247078                       5
    94   1     -55.350000000000001      98.709575523350324                       5
    95   1     -57.810000000000002       100.1298571855568                       5
    96   1     -56.580000000000005      100.83999801666005                       5
    97   1     -59.039999999999999      102.26027967886651                       5
    98   1     -57.810000000000002      102.97042050996976                       5
    99   1     -60.269999999999996      104.39070217217623                       5
   100   1     -59.039999999999999      105.10084300327948                       5
   101   1                   -61.5      106.52112466548596                       5
   102   1     -60.270000000000003       107.2312654965892                       5
   103   1     -62.729999999999997      108.65154715879568                       5
   104   1                   -61.5      109.36168798989893                       5
   105   1     -63.960000000000001      110.78196965210539                       5
   106   1     -62.730000000000004      111.49211048320863                       5
   107   1     -65.189999999999998      112.91239214541511                       5
   108   1     -63.960000000000001      113.62253297651836                       5
   109   1     -66.420000000000002      115.04281463872483                       5
   110   1     -65.189999999999998      115.75295546982808                       5
